,error_type,annotation,prediction,token,full_text,sample_id,0
303,FN,ORGANIZATION,O,Panjiva,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
304,FN,ORGANIZATION,O,Gradiant,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
305,FN,ORGANIZATION,O,Research,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
306,FN,ORGANIZATION,O,LLC,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
307,FN,ORGANIZATION,O,Inrix,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
308,FN,ORGANIZATION,O,Traffic,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
309,FN,ORGANIZATION,O,Consumer,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
310,FN,ORGANIZATION,O,Reports,"Margaret S. Stouffer of Guidestar is the CEO of the year. ABC Business considered several other influential CEOs for this year's honor, including Kristen Rocher of Butler-Peters, Panjiva's Riku Andou, Jeremy Hartmann of Gradiant Research LLC's, Ástríður Steinarsdóttir of Inrix Traffic, and Consumer Reports's Impi Nummelin.",,
311,FN,ORGANIZATION,O,Wolters,I work for Wolters Kluwer,,
312,FN,ORGANIZATION,O,Kluwer,I work for Wolters Kluwer,,
313,FN,ORGANIZATION,O,Drake,Favian Rangel from Drake PLC is the keynote speaker,,
314,FN,ORGANIZATION,O,PLC,Favian Rangel from Drake PLC is the keynote speaker,,
315,FN,ORGANIZATION,O,Garcia,Zargan Vedzizhev from Garcia-Roberson is the keynote speaker,,
316,FN,ORGANIZATION,O,Roberson,Zargan Vedzizhev from Garcia-Roberson is the keynote speaker,,
317,FN,ORGANIZATION,O,Connotate,Energetic and driven salesperson with 8+ years of professional experience in inbound and outbound sales. Awarded Salesperson of the Month three times. Helped increase inbound sales by 16% within the first year of employment. Looking to support Connotate in Costamezzana 43015 in its mission to become a market-leading solution.,,
318,FN,ORGANIZATION,O,Knowledge,"Katrina Mota
Knowledge Agency
55470 72 Acheron Road Apt. 237 BUNDALAGUAH VIC
655 437 108 office
+46 (0)179 459 33 fax
+41 (0)38 549 02 90 mobile",,
319,FN,ORGANIZATION,O,Agency,"Katrina Mota
Knowledge Agency
55470 72 Acheron Road Apt. 237 BUNDALAGUAH VIC
655 437 108 office
+46 (0)179 459 33 fax
+41 (0)38 549 02 90 mobile",,
320,FN,ORGANIZATION,O,Caspio,">Rolando Lettiere
>Caspio
>Rolando Lettiere
>03220 Augsburger Strasse 36
>Suite 960
>Schuld
>Germany 10069",,
321,FN,ORGANIZATION,O,Gradiant,Jouko is from Gradiant Research LLC,,
322,FN,ORGANIZATION,O,Research,Jouko is from Gradiant Research LLC,,
323,FN,ORGANIZATION,O,LLC,Jouko is from Gradiant Research LLC,,
324,FN,ORGANIZATION,O,Redlaser,"The Redlaser Orchestra was founded in 1990. Since then, it has grown from a volunteer community orchestra to a fully professional orchestra serving Southern Estonia",,
325,FN,ORGANIZATION,O,Capital,The Vide A. Persson version recorded for Capital Cube became the first celebrity recording by a classical musician to sell one million copies. The song was awarded the seventh gold disc ever granted.,,
326,FN,ORGANIZATION,O,Cube,The Vide A. Persson version recorded for Capital Cube became the first celebrity recording by a classical musician to sell one million copies. The song was awarded the seventh gold disc ever granted.,,
327,FN,ORGANIZATION,O,Pixia,I work for Pixia Corp.,,
328,FN,ORGANIZATION,O,Corp.,I work for Pixia Corp.,,
329,FN,ORGANIZATION,O,Topcoder,"??? Carly Jones
??? Topcoder
??? 53772 Holmatun 45
??? Suite 757
??? Bessastaðahreppur
??? Iceland 28766",,
330,FN,ORGANIZATION,O,Bloomberg,"Bloomberg is the brainchild of our 3 founders: Vizirov, Barrett and Jones.  The idea was born (on the beach) while they were constructing a website to be the basis of another start-up idea.",,
331,FN,ORGANIZATION,O,compared,"??? guðgeir bergsveinsson
??? compared care
??? 688 rue du centre 320
??? apt. 169
??? marke
??? belgium 97466",,
332,FN,ORGANIZATION,O,care,"??? guðgeir bergsveinsson
??? compared care
??? 688 rue du centre 320
??? apt. 169
??? marke
??? belgium 97466",,
333,FN,ORGANIZATION,O,Opportunityspace,"Maika van de Noort
Employment manager
Opportunityspace Inc.
33787 590 Edington Drive
Toronto
, ON
 Canada 27539",,
334,FN,ORGANIZATION,O,Microsoft,"I used to work for Microsoft as Biomedical engineer, but quit a few months ago. Now I'm unemployed.",,
335,FN,ORGANIZATION,O,Wolfram,Wolfram Research is an Hungarian multinational investment bank and financial services company,,
336,FN,ORGANIZATION,O,Research,Wolfram Research is an Hungarian multinational investment bank and financial services company,,
337,FN,ORGANIZATION,O,Arpin,The Gunnhildur F. Helgadóttir version recorded for Arpin Van Lines became the first celebrity recording by a classical musician to sell one million copies. The song was awarded the seventh gold disc ever granted.,,
338,FN,ORGANIZATION,O,Van,The Gunnhildur F. Helgadóttir version recorded for Arpin Van Lines became the first celebrity recording by a classical musician to sell one million copies. The song was awarded the seventh gold disc ever granted.,,
339,FN,ORGANIZATION,O,Lines,The Gunnhildur F. Helgadóttir version recorded for Arpin Van Lines became the first celebrity recording by a classical musician to sell one million copies. The song was awarded the seventh gold disc ever granted.,,
340,FN,ORGANIZATION,O,Locavore,"> 
> Benito Bianchi
> Locavore
> Benito Bianchi
> 040 Snellmaninkatu 55
> Apt. 022
> ESPOO
> Finland 23221",,
